texto;sentimento
@xovanagl uai vc n quer bebe litrão cmg? :(;Negativo
o shawn mendes eh a poc mais linda do mundooooooooooooo :(;Negativo
AsCr é muito bom, muito mesmo, mas esse jogo é mt grande, acho que são 4 vers. e a melhor cm certeza é a III. pena q n dá p jogar com couple :(;Negativo
Dei um chocolatinho pra minha mãe, ela ficou tão feliz tadinha :(;Negativo
aiiiii n acredito que misunderstandings e baseado em vc ,mds to chorando real vc e tao precioso n merecia :( — a historia é baseada em mim e minha namorada, eu sou Jk e ela o Jm, ainda tem mta coisa ruim pra... https://t.co/X8SDQtl0QY;Negativo
Você podia fazer umas tatuagens né ?? — Aaaaaaa eu quero tanto só falta a grana :( https://t.co/qefD5fohWG;Negativo
@estefanifiama meus deus i love you... pega um artigo relacionado a giberelina ou de preferencia suas aplicações comerciais o link que tenho ninguem conseguiu baixar :( 98969965 se nao conseguir tudo bem bb https://t.co/HzVd9SnlUi;Negativo
@calzonadetails Vão armar de novo pra ela :(;Negativo
Muito ruim ter pau pequeno :(;Negativo
@shizocsgo é muito dificil isso :(;Negativo
eu amo tanto vixx aaaa :((( mesmo estando triste e desanimada sei que por eles posso continuar indo bem no pouquinho que faço no mundo;Negativo
@queresoquecrlh eu sei baby, eu tbm sinto :(;Negativo
essa música é tão bonita, só queria escutar ao vivo :(;Negativo
Doido com vc mas ta dificil :( — Pq ta dificil?? Aff me chama ai pra cv https://t.co/W5KEYifrV4;Negativo
to me sentindo até mal agr por ter pensado em comer xis de bacon :((;Negativo
@1maatheeus__ é foda :(;Negativo
@BartKasss é dificil né? :(;Negativo
@drougss nao dá, essas são as melhores :(;Negativo
@felipeneto acabou as perguntas? queria te fazer uma :(;Negativo
Ja to com saudades do meu cabelão :((;Negativo
@_marcumba MEU FILHO qm me dera já foi época :(;Negativo
@amandakarensz então, eu preciso passar com um nutricionista pra ver isso porque realmente me broxa as vezes esse lance de ser magrela e tenho muita mas muuita preguiça de treinar :(;Negativo
@982KJ eu sei meu bebezinho, quanto menos gás melhor :(;Negativo
façam perguntinhas :( https://t.co/FRUeOORp6c;Negativo
@estebantavares AMO slmdtv, mas adios fez parte de mta coisa da minha vida :(;Negativo
@madusv0806 mas ta passando vma :(;Negativo
@LonellyAly :(( Mas nasci para ver o Gui a socializar mais q eu;Negativo
Sdd ir vê jogo com meu pai no Mineirão e ele fica me chingando pq fico jogando ele no meio da torcida :(;Negativo
@DeyvsPereira Poxa :( Mas q ótimo que ainda brinca, os meus de infância mal falo Só 3 amigas kkkk;Negativo
alguém em consola :( to triste;Negativo
lindooo meu amor :( ? https://t.co/S1qBxLUM5d;Negativo
@eyshkelly queria :(;Negativo
é mto triste de verdade ver como a última temporada de that 70s show foi piorando tanto :(;Negativo
@yoonki94 O QUE ACONTECEU COM VC? vc nem me deu atenção hj, n sei se vc ta passando mal, mas eu to preocupada contigo poxa :(;Negativo
@WolfsbanL @nalaranja To revoltz com essa falta de apoio &gt;:((((;Negativo
@NathaliaPaiva0 acontece com as melhores pessoas :( porém te ajudarei a superar essa fato horrível;Negativo
@garzagamez96 Netaaaa :(;Negativo
@messicomigo Nem me fala irmãozão :(;Negativo
O queeeeee não pode :( eu deixo de acreditar no amor assim, eram tão lindos meu https://t.co/CE6nO6kcVR;Negativo
@mochidetails pq vc tá tristeee?? :(((;Negativo
@safodobrejo Sinto mto, perder um bichinho dói pra caralho :( força pra ti ??;Negativo
@dropsofgabs @Tham5es eu também tava :(;Negativo
Eu qria tanto ser madrinha de um neném, pena q isso vai demorar mt :(;Negativo
@Javijg_13 A ver no :(;Negativo
fds bea, ficas sempre linda em todas as fotos que tiras btw, tenho saudades tuas :(( https://t.co/pK5r4yFPNH;Negativo
Cancela esse dia pf :(;Negativo
@paulamirand_ Queria ter esse privilégio :( https://t.co/n2l0iTiEPT;Negativo
@epahyh07 Óbvio que devias, tudo devia ter sido como foi senão qq coisinha podia fzr com que não nos conhecessemos e isso seria trágico :(( amo te;Negativo
Fiquei muito triste hoje pq não sabia a capital do Tahiti :(((;Negativo
@karolmoura_2 AIAI KAROLAINE A GENTE TE AMA MUITAO foi so o update do icone do grupo :( e vc tava na aula nessa hr mule;Negativo
@illumi_nath nossa Kozi sinto muito que passe por isso, pqp que falta de consideração mano :( to passando raiva aqui por ti kkk;Negativo
meu sonho profissional conseguir ir ao @hotmart :(;Negativo
o amor da minha vida todinha porra :((((( https://t.co/E0We8N0sBw;Negativo
@DeboniMichael @euphorangel eu tambem :((;Negativo
só queria experimentar esse mate que tanto eu vejo na tl do @Juneorlemos :(;Negativo
eu amo tanto o louis :( eu so queria proteger meu denguinho;Negativo
E perco todas :( https://t.co/Ws63myjgpM;Negativo
Eu só queria vencer :(;Negativo
@AlleahMatira Sabr :(;Negativo
@ticohofffmann Poxa vida cara :((;Negativo
@arimychook Ah, mas só se acertar o motivo? :(;Negativo
@danielcosta41 Q peninha :(;Negativo
@fuckwsmila não vou :((((;Negativo
quero muito um iphone x :(;Negativo
que saudades de você ?? :( https://t.co/2ChCtYBp7b;Negativo
Queria a namorida comigo, um bolo de chocolate e um café quentinho :( Desejos de uma noite de segunda feira.;Negativo
@Ayasminapiraa Inclusive meu sonho de vida ter sua barriga (mas eu como pizza d + :( );Negativo
queria companhia pra ver e curtir spiderverse :(;Negativo
@rayee_1 porra to falando sério :(;Negativo
@toxicsspears ainda vem reveluv e meu falar mal das exols :( somos perseguidas demais;Negativo
@OiiAnnaa Foi sem querer, já pedi desculpas, eu tava atrasado :(;Negativo
@comunistona @UPBR2018 Eu tbm queria muito ir mas tenho quase certeza que não vou conseguir :(;Negativo
vc nunca posta print da sua galeria, pq? :( — não vejo necessidade https://t.co/ETYAxYNB60;Negativo
@skylixy_ I'm solitária :( sksk;Negativo
a logo agora ta dando aou na tnt :(;Negativo
@celinhamanhaes Sou puro ódio :(;Negativo
meu celular não liga nem por um decreto :(;Negativo
@jose_crederaldo preciso trabalhar muito em mim isso tb... sempre acho que o causador de tudo sou eu... me saboto mt :(;Negativo
@_matmacedo poxa mati :(;Negativo
Eu acho que tou com febre :(;Negativo
ai eu entrei na live e a camila encerrou :(;Negativo
@JuanPTorquato Trabalho sábado :(;Negativo
:( perdi a oportunidade de ganhar a aposta https://t.co/diJQIXW9Vz;Negativo
@fellsp23 agora as peças se encaixaram faz muito sentido jogos de tabuleiro sao O bixo porém esse anime conseguiu deixar ruim todo e qualquer jogo mostrado &gt;:(;Negativo
@brupls Num vou mais :(;Negativo
@JliaBraga14 Mas elas não me querem :(;Negativo
@_faraeli a nao :(;Negativo
@mebortolato eh pra ja princesa desculpa sou ocupada :(;Negativo
@WhyDontWeBRA eu tava tão confiante de que eles iam ganhar :(;Negativo
@yvesalute obrigado :( ?;Negativo
@figueiredojrrr_ Nepia não tou em Cascais :((;Negativo
Venha mais vezes no shopping — n da se n eu compro o shopping todo :( https://t.co/U4ARdCTDQ1;Negativo
@SeuJardimSouEu Meu ano se resumiu a este tweet :(;Negativo
@IsabellaMylena3 Morreu :(;Negativo
ai :( desculpa minha indelicadeza — não foi indelicadx ?? https://t.co/gxsMuBDxOw;Negativo
eu sou muito soft por ele :((;Negativo
a florence linda ficou tão feliz por ela :((((( https://t.co/wm2jWOqvw7;Negativo
ja te disseram que tu é linda hoje ? — Naooo :( https://t.co/CH7DXO8TsD;Negativo
sdds do michael jackson :(;Negativo
Isto nao me aconteceu fgg :((((((;Negativo
@O_juja Baaaah... Nem tinha me lembrado :( Vou falar com ela... Obrigado Juja;Negativo
2 litros de água ? :(;Negativo
@scorreia901 @globoesportecom ate o rato tem e o flamengo nao :(;Negativo
Fiz merda de novo e só percebi agora que não dá mais tempo pra voltar atrás :(;Negativo
@guedesgds_ só qnd voltar de viagem, provavelmente comece lá pro dia 15 de setembro! :(;Negativo
não acredito que why don't we não ganhou meudeus :((;Negativo
@darveycio o pior é que ela deve ter feito isso de propósito :( não valem mesmo, mas machucam né;Negativo
queria tanto ver ela sorrindo no vmas :( mas pelo menos ela ta se recuperando isso ja me deixa muito aliviada https://t.co/wTqOYpO8v9;Negativo
tenho saudades da martinha caralho :(;Negativo
Eu queria uma cervejinha antes de dormir :(;Negativo
Minha gema tava molinha ae o arroz e o feijao tavam frios. Fui colocar no microondas mas ninguem tinha me ensinado q isso acontecia :( https://t.co/rHAeKQlrjh;Negativo
@divorciei Conheço e ela ta indo embora o destino separando a gente :(;Negativo
@blackand_bluue vontade de cuidar e proteger de todo mal :(;Negativo
parece uma bonequinha de porcelana :( #VMAs https://t.co/a5nMVf7iSs;Negativo
minha bichinha é tão linda ai por que o jec vai fazer a merda de estragar a vida dela de novo :(((((( #SegundoSol;Negativo
eu queria ser alto :(;Negativo
@jadesecato muito :(;Negativo
@WooJiho1409 @nocaosdesampa N faz isso comigo :( ????????;Negativo
triste de novo :(;Negativo
@marcusvtnc eu devo acabar não fazendo mesmo :(;Negativo
@100mildolares BEBEEEE EEE EE E E :(;Negativo
minha familia boiporã :(( #segundosol;Negativo
chocado que ela é de campinas, chocado que ela morreu :( https://t.co/g9gDupZzQE;Negativo
serasse eu sou chata pq eu não tenho nenhum amigo na minha sala que vai me dar um convite pra nossa formatura :(((((((;Negativo
@Freitas______ cala te vocês adoram me :(;Negativo
ai gente eu acho que o b*noro ganha as eleições :(;Negativo
bah foi muito bom rir contigo no dia que fomos pro cr te acho um amor de pessoa, uma pena que fomos conversar só esse ano :(;Negativo
eu ando mt carente e isso nao ta sendo mt legal :(;Negativo
mt fofa :( https://t.co/apEG0rZxJQ;Negativo
@fuckwsmila tô tristinha com você, sai :(;Negativo
@sertramila acho q vou trancar sim infelizmwnte pq nao queria :(;Negativo
to ficamdo enjoada por causa dessa dor de cabeça se for enxaqueca :((;Negativo
@RubiaElise Sai da autoescola tarde, tava frio demais e eu estava só com uma blusa :( Decidi vir pra casa e escrever a minha carta de motivação (que inclusive vc vai corrigir pra mim);Negativo
@stephkessia Desculpa miga, eu comi tudo :(;Negativo
ela deve sentir tanta falta deles :(( https://t.co/MHooQIJukK;Negativo
Alguém faz pra mim :( https://t.co/2LaYuL1bD0;Negativo
que saudade de ti :( uma pena a gente ter se afastado — Quem éé? Chama q vamo colocar o papo em dia dnvv https://t.co/S9COUMn8Vw;Negativo
Amorzinho :(;Negativo
@Dsinformada Kskzkskskskskdk Odeio ser indecisa :(;Negativo
o primeiro ep da série mais iconica q sdds do meu skins :( https://t.co/m4tDsqbJEG;Negativo
@fabianaalmeiida que tristeza :(;Negativo
@fdschatos Enganei-me :(;Negativo
ver amor por direito só me lembra minha prima q saudade :(;Negativo
@Suckamos420 Olha eu não encontro esse video :(;Negativo
Oh podem continuar :(;Negativo
Quantos anos? — 19 anos :( https://t.co/An2BMmmock;Negativo
ah não eu marquei errado :((( https://t.co/FnXyY5LiSj;Negativo
estou triste na aula, @sthefannycris_ não veio e eu só queria dar um feliz aniversário pessoalmente :(;Negativo
tomei remédio de dor de cabeça e agora quero vomitar :(;Negativo
@Jotta__17 Eu sou libra! O meu está certinho, mas o de alguém n está :(;Negativo
@electricthi Estarei viajando :(;Negativo
so queria ganhar um vit do joia :(((;Negativo
@kthbizzle amor :((((;Negativo
todo ano a gente ia na festa da florada no parque sakura mas esse ano ninguém mais quer ir, eu to tão triste :(;Negativo
Linda essa que deu unfollo :(;Negativo
@dudafeio tomei Eno, mas não tá adiantando :(;Negativo
@jpleite02 a gnt ta igual, vc miou o quadrilhão :(((;Negativo
@carmen_nieto Aaaaaaaaaa eu procurei esse gif pra mandar junto com o meu tweet mas não achei, af :( esse é o melhor gif de comemoração ??;Negativo
ai que delicia queria o de doce de leite :((((((((((((((((((( https://t.co/rjRV2H5qLR;Negativo
@_iagobs Comprei uma dessas e não funcionou comigo :( mas passo uma de argila que a pele fica uma seda depois (continua com os cravos mas né?);Negativo
os conselhos da Ciara são ótimos mano, eu vou chorar :((((;Negativo
@alochaus cacete, tu viu, minehq fechou 2013-2018 :(;Negativo
@PolidoroJunior @LacerdaFutebol Eu tb fiquei asssutada quamdo começei a ler. :(;Negativo
Queria tar a foder :(;Negativo
meu sonho alguem me enviar uma cartinha acho tao fofo :(( https://t.co/caVXrR3LiX;Negativo
aa que saudades da luisa :((;Negativo
@traplarryking eu queira aumentar a história. Mas tô com medo de ficar chato :(;Negativo
ela não me mandou mensagem :(((;Negativo
minha cabeça tá doendo tanto q não vou aguentar assistir o vma todo :(;Negativo
@PhamMichelatto Tu passou mal e foi embora mano, desfalcou o time de deuses :(;Negativo
@sweetsnbhd @streligiaoo @mimiszc @sexualsmilax @15es07 @perrielesccp ela tem namorado :(;Negativo
Nunca passei :( https://t.co/PeJSqld8Kb;Negativo
guria tu gasta de mais no fute, tu é sensacional!!! Linda e simpática, amei o convite pro teu aniver, uma pena que não pude ir :(( tu é foda guria;Negativo
Fiz batatas fritas com todo o carinho do mundo pra comer com a minha migs mas ela não tava na casa. Fiquei sad e comi tudo sozinha :( frito outras dps da facul? To em duvida;Negativo
eu só queria cuidar da livy :( odeio ver meu amorzinho mal;Negativo
@childwnodestiny unpretty acho meio bomba mas a letra é linda :( garota, eu não to conseguindo lembrar o nome da música nem a pau, sabe quando ta na ponta da língua, mas não sai???? assim que lembrar eu falo! compreendo kjghgjh mas a aaliyah eu nunca ship;Negativo
Eu apego me demasiado a filmes e séries fico triste qnd acabam, vivo demasiado os personagens :((;Negativo
@mtesperon todo zoando, fora do ar, não consegui acessar.. :(;Negativo
tenho uma vontade imensa de conversar com umas pessoas, acho q nos daríamos bem, mas meu orgulho e vergonha falam mais alto :(;Negativo
@algabsx @mooodputaria kkkkkkkkkkkkklllllkkkk caralho fui tapeada :(;Negativo
@kkjjandri Kkkkkkkkkkkkk tbm não amiga :(;Negativo
Hoje eu to só o simba :(;Negativo
@kookminfavs ai nenê, não fica :(;Negativo
tipo de coisa que não to aguentando pensar ultimamente :(;Negativo
@_majuvidal Por favorzinho :(;Negativo
@LeticiaRafaeli Não é nem por dieta... é pq tô pobre mesmo :(;Negativo
quando eu preciso ngm responde :(;Negativo
@wickedwitchu RYCAAAAAAAAAAAA também quero :(((;Negativo
opaaaa, o Jax a despedir-se dos filhos :(((( não tou preparada para o ver a cometer suicídio;Negativo
Você tem algum piercing? — Não :( https://t.co/pctuQIUdP5;Negativo
@marceloflu80178 Amanhã a gente tira :(;Negativo
Gente.... :( To muito ansioso :(;Negativo
@inapgaiola qq foi meu anjinho? :(;Negativo
ou denguinho :( https://t.co/DIfOhmitV0;Negativo
eu so queria memoria p.pode baixa umas música :(;Negativo
@almeidaacaioo droga :( eu gostava do furgão;Negativo
@andrepontes Pernambuco tá triste: Paulo Câmara : 27% psb / Armando Monteiro 21% ptb :( https://t.co/g9KwG5lCvC;Negativo
nossa mano ninguem fala cmg :(;Negativo
@sleephersos nunca vi :(;Negativo
oh, max, eu amo você também :(( https://t.co/Se2LZFdedU;Negativo
agora que minha internet voltou me mandem algo :( https://t.co/7w1iIEQ06c;Negativo
ariana tá tão linda :(;Negativo
@ahgaseprotect Ele postou isso até, acho que não vai conseguir recuperar o antigo :( https://t.co/SIsTxd5pne;Negativo
Nao rolou :(;Negativo
Mandem energias positivas ao meu gatinho :(;Negativo
bar :-( : 53db0f0b-faf3-449e-bc9a-14eda2e25783;Negativo
nem falei com a minha sis hoje :(((;Negativo
Queria ficar animada e não me decepcionar com aquilo que estava animada logo depois :(;Negativo
a carinha deles :( https://t.co/awkFvRJazL;Negativo
@photgrphazz Nao sei :(;Negativo
@Ckapp_ iala :( kk;Negativo
Eu tenho o melhor namorado do mundo :( https://t.co/Sik1q8LJg8;Negativo
@Joaom_st wut?? eu pensei q ela iria atuar no palco mesmo :(;Negativo
@analeiteg @TirangaFalando kkk to valendo é nd aninha $ :(;Negativo
vontade de chorar, um aperto no coração :(;Negativo
que merda meu :(;Negativo
Muito triste que não vai ter mais nada de Life is strange :( ainda tinha esperanças da minha Rachel estar viva ??;Negativo
@02YEOJ num fica... :(;Negativo
eu vou sentir muita falta de voces :( https://t.co/pL2TTJcjah;Negativo
Luzia e filhos numa felicidade q logo vai acabar :( #SegundoSol;Negativo
Pq é que os Bambis acabam sempre por ser comidos :((((;Negativo
Ninguém faz perguntas pra mim :( https://t.co/G4Bhn5O5hb;Negativo
@montlove1 Oh, meu deus. :(;Negativo
é impossível, impossível, impossível eu não começar a sorrir igual uma bobinha para o vento só de ver o jimin, ou simplesmente pensar nele, esse menininho desperta aqueles sentimentos de amor e paixão mais inexplicáveis e intensos de todos :(;Negativo
Se vocês não querem ter olheira Favor não começar uma graduação Nunca tirei um centavo do bolso pra gastar com corretivo e agora tô cismada porque esses demônios estão surgindo no meu rostinho :(;Negativo
queria virar a madrugada vendo vma mas preciso dormir porque amanhã tem trabalho :(;Negativo
